DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
302,GLEN INNES SEVERN,2823241,NORMAL,"",,51,"CRAMSIE CRES","GLEN INNES",2370,"1/1027499",R5,1.48,H,01/07/2016,110000,14A(1),6A(1),01/07/2015,105000,14A(1),6A(1),01/07/2014,105000,14A(1),6A(1),01/07/2013,105000,14A(1),6A(1),01/07/2012,105000,14A(1),6A(1),
302,GLEN INNES SEVERN,2829533,NORMAL,"KILLARNEY",,,"NINE MILE RD","DUNDEE",2370,"113, 129, 130/753309 228/753310 Enclosure Permit 31468",RU1,517.9,H,01/07/2016,647000,14A(1),14I,01/07/2015,516000,14A(2),14I,01/07/2014,480000,14A(1),6A(1),01/07/2013,480000,14A(2),14I,01/07/2012,541000,14A(1),6A(1),
302,GLEN INNES SEVERN,2832275,NORMAL,"ROSEHILL",,107,"MILLERS RD","MOUNT MITCHELL",2365,"96/42002 1/113875 91, 106, 107, 111, 112, 222, 303/753280 8, 13, 16, 19, 20, 33, 34, 35, 46, 47, 48, 52, 306, 309, 310, 311/753294 11, 29, 30, 32, 40/753297 2/1012989",RU1,1354.19,H,01/07/2016,3640000,14A(1),6A(1),01/07/2015,3170000,14A(1),6A(1),01/07/2014,2880000,14A(1),6A(1),01/07/2013,2880000,14A(1),6A(1),01/07/2012,3080000,14A(1),6A(1),
302,GLEN INNES SEVERN,2832347,NORMAL,"TARANA",,9540,"OLD GRAFTON RD","NEWTON BOYD",2370,"1, 13, 15/752393 3, 59/753529",RU1,698.49,H,01/07/2016,508000,14A(1),6A(1)/28,01/07/2015,583000,14A(1),6A(1),01/07/2014,542000,14A(1),6A(1),01/07/2013,542000,14A(1),6A(1),01/07/2012,638000,14A(1),6A(1),
302,GLEN INNES SEVERN,2854879,NORMAL,"AVONDALE",,681,"FURRACABAD RD","FURRACABAD",2370,"1/223630 138, 139/753270",RU1,232.3,H,01/07/2016,612000,14A(1),6A(1),01/07/2015,612000,14A(1),6A(1),01/07/2014,556000,14A(1),6A(1),01/07/2013,556000,14A(1),6A(1),01/07/2012,579000,14A(1),6A(1),
302,GLEN INNES SEVERN,2884929,NORMAL,"KUBBA JIMBA",,220,"KUBBA JIMBA RD","DUNDEE",2370,"1/586124 2, 6, 7, 10, 20, 21, 26, 27, 28, 29, 49, 56, 62, 63, 65, 88, 103/753266",RU1,745.177,H,01/07/2016,966000,14A(1),6A(1),01/07/2015,809000,14A(1),6A(1),01/07/2014,754000,14A(1),6A(1),01/07/2013,754000,14A(1),6A(1),01/07/2012,828000,14A(1),6A(1),
302,GLEN INNES SEVERN,2868028,NORMAL,"",,109,"LAMBETH ST","GLEN INNES",2370,"1/1015494",R1,706.6,M,01/07/2016,49900,14A(1),14G,01/07/2015,43500,14A(1),14G,01/07/2014,43500,14A(1),14G,01/07/2013,43500,14A(1),14G,01/07/2012,43500,14A(1),14G,
302,GLEN INNES SEVERN,2868029,NORMAL,"",,36,"HEALEYS LANE","GLEN INNES",2370,"2/1015494",R1,707,M,01/07/2016,38000,14A(1),6A(1),01/07/2015,31500,14A(1),6A(1),01/07/2014,31500,14A(1),6A(1),01/07/2013,31500,14A(1),6A(1),01/07/2012,31500,14A(1),6A(1),
302,GLEN INNES SEVERN,2888859,UNDERSP,"",,157,"CHURCH ST","GLEN INNES",2370,"1, 2, 3, 4, 5, 6, 7, 8, CP/SP18471",R1,2013,M,01/07/2016,55000,14A(1),6A(1),01/07/2015,68000,14A(1),6A(1),01/07/2014,68000,14A(1),6A(1),01/07/2013,62800,14A(1),6A(2),01/07/2012,62800,14A(1),6A(2),
302,GLEN INNES SEVERN,2868345,NORMAL,"",,56,"WATSONS DR","GLEN INNES",2370,"1/555938",RU1,3712,M,01/07/2016,63000,14A(1),6A(1),01/07/2015,54000,14A(1),6A(1),01/07/2014,54000,14A(1),6A(1),01/07/2013,54000,14A(1),6A(1),01/07/2012,57000,14A(1),6A(1),
