DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,PROPERTY NAME,UNIT NUMBER,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5,
072,TUMUT,2975356,NORMAL,"",,1687,"SNOWY MOUNTAINS HWY","ADELONG",2729,"1/1049893",RU1,2.788,H,01/07/2016,89300,14A(1),6A(1),01/07/2015,89300,14A(1),6A(1),01/07/2014,89300,14A(1),6A(1),01/07/2013,89300,14A(1),6A(1),01/07/2012,99200,14A(1),6A(1),
072,TUMUT,2975357,NORMAL,"",,,"SNOWY MOUNTAINS HWY","ADELONG",2729,"2/1049893",RU1,25.62,H,01/07/2016,137500,14A(1),6A(1),01/07/2015,125000,14A(1),6A(1),01/07/2014,125000,14A(1),6A(1),01/07/2013,125000,14A(1),6A(1),01/07/2012,125000,14A(1),6A(1),
072,TUMUT,3017017,NORMAL,"",,79A,"RUSSELL ST","TUMUT",2720,"20/1057043",R3,325,M,01/07/2016,45954,14A(1),6A(1),01/07/2015,43600,14A(1),6A(1),01/07/2014,43600,14A(1),6A(1),01/07/2013,43600,14A(1),6A(1),01/07/2012,43600,14A(1),6A(1),
072,TUMUT,3017018,NORMAL,"",,79,"RUSSELL ST","TUMUT",2720,"21/1057043",R3,1013,M,01/07/2016,59129,14A(1),6A(1),01/07/2015,56100,14A(1),6A(1),01/07/2014,56100,14A(1),6A(1),01/07/2013,56100,14A(1),6A(1),01/07/2012,56100,14A(1),6A(1),
072,TUMUT,2844410,NORMAL,"",,,"WEST GILMORE RD","GILMORE",2720,"20/1029391 WS 040063",RU1,37.46,H,01/07/2016,295000,14A(1),6A(3),01/07/2015,295000,14A(1),6A(3),01/07/2014,295000,14A(1),6A(3),01/07/2013,295000,14A(1),6A(3),01/07/2012,352000,14A(1),6A(3),
072,TUMUT,2844411,NORMAL,"",,654,"WEST GILMORE RD","GILMORE",2720,"21/1029391",RU1,4.048,H,01/07/2016,130000,14A(1),6A(1),01/07/2015,130000,14A(1),6A(1),01/07/2014,130000,14A(1),6A(1),01/07/2013,150000,14A(1),6A(1),01/07/2012,150000,14A(1),6A(1),
072,TUMUT,2818866,NORMAL,"",,15A,"CAPPER ST","TUMUT",2720,"22/1025189",R2,1606,M,01/07/2016,81100,14A(1),6A(1),01/07/2015,81100,14A(1),6A(1),01/07/2014,81100,14A(1),6A(1),01/07/2013,90100,14A(1),6A(1),01/07/2012,90100,14A(1),6A(1),
072,TUMUT,2818869,NORMAL,"",,15,"CAPPER ST","TUMUT",2720,"21/1025189",R2,938.9,M,01/07/2016,74700,14A(1),6A(1),01/07/2015,74700,14A(1),6A(1),01/07/2014,74700,14A(1),6A(1),01/07/2013,83000,14A(1),6A(1),01/07/2012,83000,14A(1),6A(1),
072,TUMUT,2823171,NORMAL,"",,992,"SNOWY MOUNTAINS HWY","GADARA",2720,"40/1027420",RU1,42.04,H,01/07/2016,180000,14A(1),6A(1),01/07/2015,180000,14A(1),6A(1),01/07/2014,180000,14A(1),6A(1),01/07/2013,164000,14A(1),6A(1),01/07/2012,164000,14A(1),6A(1),
072,TUMUT,2823172,NORMAL,"",,2,"GADARA RD","GADARA",2720,"41/1027420",RU1,1.47,H,01/07/2016,119700,14A(1),6A(1),01/07/2015,126000,14A(1),6A(1),01/07/2014,126000,14A(1),6A(1),01/07/2013,126000,14A(1),6A(1),01/07/2012,126000,14A(1),6A(1),
